sentence,label
"And by connecting people and businesses , Deutsche Post DHL Group create opportunity and foster prosperity worldwide .",1
"Continental AG are working to create electrified , automated and connected mobility that contributes to clean air and accidentfree , comfortable driving .",1
"In Deutsche Post DHL Group DHL Express business , Deutsche Post DHL Group wa nt to offer Deutsche Post DHL Group customers the best possible service quality all around the world .",1
"A few practical examples from Brenntag AGregions follow , which provide an insight into the various measures which Brenntag AG has implemented in relation to the use of water and energy , waste reduction as well as trans - port and fleet management .WATER :",0
"The ESG referral and assessment process is integrated via the Allianz Group Risk Management Framework that is applied to all insurance business globally , whether ALLIANZ GROUP is acting as lead insurer or as part of a panel.24AllianzSustainability Report 201901Introduction02Sustainability strategy and ¬† governance03Sustainability in core business activities03.1",0
"For improve , BRENNTAGWE establish and optimize appropriate standards and processes within BRENNTAGWE international corporate structures , BRENNTAGWE sensi -tize BRENNTAGWE employees accordingly and BRENNTAGWE provide our employees with suitable training on a continuous basis .",0
"As the market leader in chemical distribution , BRENNTAG SE believe BRENNTAG SE have a responsibility to reduce negative effects with regard to the non - financial aspects within par -ticular and to strengthen positive effects .",1
Express provide Express employees with internal exchange platforms and various trainings to further i m prove our employees knowledge of Our First Choice methodology – based on Six Sigma and Lean – and our employees overall stakeholder orientation .,1
"With OUR CODE OF CONDUCT OUR CODE OF CONDUCT The Code of Conduct , Deutsche Post DHL Group focus on offering additional savings potentials that go beyond what the customer would achieve without Deutsche Post DHL Group support .",1
"Based on the cur rent composition of The Autonomous Mobility and Safety business area , Continental AG does not anticipate any significant personnel changes in the coming years .",0
BRENNTAG SE maintain a close and ongoing dialogue with BRENNTAG SE suppliers and cus -tomers through BRENNTAG SE regional and global procurement and distribution organizations as well as BRENNTAG SE QSHE structures .,0
"With Deutsche Post Group wide Certified initiative , Deutsche Post aim to develop Deutsche Post staff into “ certified ” divisional specialists so that our staff are even better equipped to perform .",1
the shareholder representatives seated on the Supervisory Board are remunerated in accordance with Article 17 of the Articles of Association .,0
"For each of these pillars , Allianz Global Investors aim to nurture a healthy workforce and support all dimensions of diversity ‚Äì ethnicity , sexual orientation , gender identity , age , disability , thoughts , skills and backgrounds .",1
BRENNTAG SE are currently working on introducing a similar system in Quimisa and Brenntag .,1
The remuneration system for the members of Continental A G is regularly put to a vote at the Annual Shareholders ‚Äô Meeting .,0
Global safety initiative SAFE ROADS also includes target group speciﬁc qualiﬁcation measures that help staﬀ at Group Compliance and the Legal department address changes to regulations and the legal framework .,0
"As part of the communities in which Deutsche Post conduct business , Deutsche Post Corporate Strategy includes a com mitment to social issues beyond the boundaries of Deutsche Post own operations .",0
Express have set Express sights on an ambitious goal : By 2050 Express want to achieve net zero transport- related emissions and contribute to the two degree goal established at the 2015 UN Paris Climate Con ference ( COP 21 ) .,1
We current reduction target for driving operation ( tank to wheel ) in the NEDC is -/four.fitted / four.fitted% ( /two.fitted / zero.fitted / zero.fitted / seven.fitted–/two.fitted / zero.fitted / two.fitted / one.fitted ) for cars in the new vehicle ﬂeet in United Nations .,1
Deutsche Post DHL Group wa nt to meet both Deutsche Post DHL Group own high standards and Deutsche Post DHL Group stakeholders ’ growing expectations .,1
", worldwideBrenntag aim to factor in the effects of worldwideBrenntag business practices on the environment and society in both worldwideBrenntag day - to - day activities and strategic decision - making .",1
"2025Deutsche Bank ‚Äôs talent acceleration programs will also help Deutsche Bank fulfil the German Financial Sector ‚Äôs Collective Commitment to Climate Action , which Deutsche Bank signed in June 2020 , pledging to align Deutsche Bank credit portfolios with The pandemic ‚Äô s target s.",0
Allianz Global Investors has created a dedicated Group Centre for Global Sustainability to support the group wide implementation of our sustainable investing proposition .,0
"Given that DHL Express receive 11.3 app licants for each apprenticeship position , DHL Express are able to fill vacant positions with highly qualified and ambitious candi dates .",0
“ BRENNTAGWE are the safest chemical distributor ” – are is the primary objective of BRENNTAGWE corporate vision .,0
"In Continental A G report to the General Meeting , Continental A G will report on an y conflicts of interest that have occurred and the actions taken with respect thereto .",0
"DHL Express aim to continue with DHL Express vocational training pol- icy and plan to offer 2,472 new apprenticeship and study positions in 2017 .",1
But identify also means that Deutsche Post DHL Group have to offer equally attractive employment opportunities .,1
Brenntag North America has supported the work of the Chemical Educational Foundation ( CEF ) for many years .,0
Achieved Leadership development Occupational safety & health Conduct a pilot project in three countries in Deutsche Post DHL Group developing markets in Asia and Latin America to identify the key causes of illness as a way to promote the health of Deutsche Post DHL Group employees .,1
"At the same time , the income Deutsche Post DHL Group have generated gives Deutsche Post DHL Group the opportunity to expand Deutsche Post DHL Group commitment to corporate responsibility . TAXES",1
Deutsche Post DHL Group are also a member of the World Economic Forum ’s Partnering Against Corruption Initiative . Ensuring legally compliant conduct in Deutsche Post DHL Group business activities and when dealing with Deutsche Post DHL Group employees,1
"W Deutsche Post DHL Group report the following indicators : Accident rate ( workplace accidents per 200,000 h Deutsche Post DHL Group worked ) Number of working days lost due to accidents Number of fatalities due to workplace accidents",0
"2 By 2025 , BRENNTAG SE aim to have reduced the num - ber of incidents with releases to less than 0.7 / MMH 3 .",1
"WASTE AND RECYCLING Deutsche Post DHL Group generate waste not only from the packaging materials used for transport , such as pallets , plastic shrink wrap and cardboard boxes , but from the paper used in Deutsche Post DHL Group offices as well .",0
"With our new Competition Compliance Policy , which in particular defines the rules governing meetings with competitors more clearly , Deutsche Post DHL Group train employees to be experts in employees field , to represent Deutsche Post DHL Group objectives to customers and other interest groups , and to con- tribute to achieving our company ’s objectives .",1
Deutsche Post have set Deutsche Post a measurable carbon efficiency target and regularly assess and moni- tor Deutsche Post impact on the environment .,1
"BRENNTAG SE oppose all forms of forced labour or child labour , advocate equal opportunities and fair work conditions , and reject dis - crimination of any kind .",1
"By mobilizing employees , activating networks and providing expertise , ALLIANZ GROUP aim to increase youth employability and support disadvantaged young people .",1
report creates a stationary storage unit with a total capacity of 15 megawatt hours .,0
ALLIANZ GROUP commissioned Trucost to apply Trucost SDG Evaluation tool to ALLIANZ GROUPbusiness model as a pilot assessment across the 70 + countries and business segments in which ALLIANZ GROUP operates .,0
Deutsche Post DHL Group want every child to have a family and a home .,1
Deutsche Post expect Deutsche Post managers to lead by example and to adopt an open and respectful ap proach when dealing with our managers employees .,1
"Express offer a supportive , respectful work environment in which Express employees can develop our employees creative potential and commitment to the full .",1
"THE SUPERVISORY BOARD has 20 members , including ten shareholder representatives who are elected by the Annual General Meeting and ten employee representatives who are elected by employees in accordance with the provisions of the German Corporate Governance Codex .",0
ALLIANZ GROUP are committed to integrating ESG factors into all investment decisions and across all asset classes .,1
"In the reporting year Deutsche Post DHL Group took a close look at each of the United Nation ’s Global Goals for Sustainable Development ( Sustainable Development Goals , SDGs and engaged in dialogue with Deutsche Post DHL Group stakeholders to determine how Deutsche Post DHL Group can contribute most effectively to achiev ing the United Nation ’s Global Goals for Sustainable Development ( Sustainable Development Goals , SDGs",0
Allianz Global Investors measure client satisfaction through an annual survey carried out by independent consultants Greenwich Associates .,0
Deutsche Post DHL Group aim to make Deutsche Post DHL Group jobs and working models more attractive to both men and women ; a key aspect of make is facilitating a better work life balance .,1
"HelloFresh develop new ways of packaging food with less waste , while still ensuring excellent food quality , freshness and safety .",1
Deutsche Post DHL Group reduce emissions through efficiency gains and the use of more environmentally friendly energy sources .,0
ALLIANZ GROUP are committed to expanding ALLIANZ GROUP emerging consumers business with the goal of closing the protection gap for more people and providing access to affordable financial services.our emerging consumers business includes a potential 3.6 billion customers.8,1
the Supervisory Board is responsible for defining the remuneration of Continental A G .,0
U Reducing pollution from Deutsche Post fleet of conventional vehicles Deutsche Post further reduce Deutsche Post air pollutant emissions by continually upgrading Deutsche Post remaining conventional vehicles in accordance with the latest emissions standards .,1
Each year a jury consisting of representatives from all board departments across Deutsche Post DHL Group selects projects for funding .,0
"In doing so , Deutsche Post DHL Group promote Deutsche Post DHL Group long term growth and secure jobs worldwide .",1
"In addition to introducing technical efficiency solutions , Deutsche Post DHL Group encou- rage employees to think and act responsibly with regard to resources and to make savings at Deutsche Post DHL Group sites .",1
ALLIANZ GROUP actively support employee rights and ALLIANZ GROUP strive to apply core human rights principles based on the the United Nations ( UN ) Universal Declaration of Human Rights throughout ALLIANZ GROUP worldwide organization .,0
", HelloFresh requires HelloFresh food man- ufacturers to demonstrate its food man- ufacturers Global Food Safety Initiative ( GFSI)-recognized certification or to undergo a HelloFresh audit benchmarked against this standard .",0
"In doing so , BRENNTAGWE rely on the organic growth of BRENNTAGWE product and service portfolio as well as on growth through acquisitions .",0
"With its corporate strategy1 ) , Brenntag pursues the goal of being the preferred distributor for both specialty and industrial chemicals for our customers and suppliers and , at the same time , the industry leader in safety , growth and profitability .",1
"Investment Management , ALLIANZ GROUP systematically assess the ESG performance across ALLIANZ GROUP entire investment portfolio and ALLIANZ GROUP are continuously enhancing and expanding ALLIANZ GROUP approach .",0
"Deutsche Post employ two main strategies to reduce Deutsche Post depen dency on fossil fuels , improve carbon efficiency , and reduce costs .",0
"To do ensure , Deutsche Post DHL Group employ a range of communications channels , such as e mail , Intranet , Extranet and employee magazines .",0
GRI 103- 1 Deutsche Bank is exposed to a variety of financial crime risks in the course of conducting Deutsche Bank business .,0
BRENNTAGWE will evaluate the results in order to achieve greater transparency of our employees ’ sustainability performance .,1
"As a publicly listed company in Germany , US Deutsche Post DHL has a dual management structure .",0
"For now , Strategy is open to social startups in Brazil , Germany , Malaysia , and Turkey ‚Äì countries that have a vibrant social start up scene meaning there is a high demand for funding .",0
"our are aiming to achieve 100 % coverage in the course of 2019 in all countries where our conduct business , even in those countries where Deutsche Bankbrand is notapplicable .",1
The overriding objective of occupational safety and health management at Continental AG is the prevention of accidents and workplacerelated illness ( ‚Äú Continental AG go for zero incidents ‚Äù ) .,0
Deutsche Post develop solutions for ( re)integrating existing employees who become disabled due to an illness or accident fully into working life .,1
"By 2025 , Deutsche Bank want to reach a target volume of ‚Ç¨ 200 billion in sustainable financing and ESG ( environmental , social , and governance ) investments .",1
"Second , the company develop new , alternative technologies .",1
"In addition , if Deutsche Bank discover that a product ‚Äôs features could potentially have an adverse environmental or social impact and thus harm Deutsche Bank reputation , Deutsche Bank submit this information to the relevant committees .",0
"Continental AG are of the firm opinion that a company and a company regional branches can only contribute toward compliance with human rights as a complement to politics , not as a replacement for a company .",0
"ALLIANZ GROUP aims to create a lasting positive legacy for society through ALLIANZ GROUP investments , believing that sustainable business practices improve the financial performance of companies .",1
"With its corporate strategy1 ) , Brenntag pursues the goal of being the preferred distributor for both specialty and industrial chemicals for our customers and suppliers and , at the same time , the industry leader in safety , growth and profitability .",1
Deutsche Post DHL Group – Corporate Responsibility Report 2016 we ✔ PwC Deutsche Post DHL Group is the world ’s leading mail and logistics company .,0
external comparison of the results Deutsche Post compare the results of Our Code of Conduct with those of other com panies in order to see where Deutsche Post strengths lie and to identify action areas where Deutsche Post can further improve .,1
"Waste and recycling Deutsche Post try to avoid waste , such as transport packaging or paper waste , as much as possible .",1
"At the same time , OUR are aware of the impact OUR purchasing decisions have on the supplier side and strive for cooperative partnerships .",1
CUSTOMER CENTRICITYAllianz is transforming into a company that revolves around ALLIANZ GROUP customers .,1
"Easing the return to work As part of Deutsche Post DHL Group “ Keep in Touch ” pilot project , Deutsche Post DHL Group are creating a structured framework to facilitate and further improve the process of reintegration for employees returning from a family related leave of absence .",1
"By systematically identifying and leveraging ecological initiatives , Deutsche Post strive to support constant improvement of Deutsche Post environ mental performance by means of environmental audits and risk management .",1
"Moreover , the auditor of the corporation is required to report to the Audit Com -mittee of the Supervisory Board the Supervisory Board regarding any major weak -nesses in the Financial Re -porting ICS which the auditor of the corporation identi -fied as part of their audit activities .",0
Continental AG have set Continental AG ves the target of increasing the waste recycling rate to 95 % by 2030 .,1
improve is to achieve a Group accident rate LTIR1Day of below 1.0 by 2020.HSE,1
"In order to protect all relevant parties during The COVID-19 pandemic , BRENNTAG SE have switched most elements of the application process to virtual formats until further notice , with interviews being conducted by video , for example .",0
"With the ideas OUR put into practice , OUR improve OUR services for customers , motivate OUR employees , reduce OUR environmental impact and save money .",0
"ALLIANZ GROUP need to drive ESG topics together with clients , brokers and peers across the insurance value chain in order to increase ALLIANZ GROUP leverage .",1
"BRENNTAG SE does not tolerate any form of discrimination , harassment or bullying in the workplace .",0
"FTSE4Good IndexIncluded since 2001 , ALLIANZ GROUP is one of the longstanding members of the FTSE4Good Index series .",0
"At the same time , OUR expect managers to provide managers employees with challenge and development opportunities , which include both technical skills development and personal growth .",1
"As operator of one of the industry ’s largest fleets of green vehicles , Deutsche Post DHL Group are official logistics partner and founding member of the FIA Formula E Championship racing series .",0
"Deutsche Post DHL Group offer equal opportunities for both internal and external hires , as laid down in Deutsche Post DHL Group Code of Conduct and the Deutsche Post DHL Group Diversity and Inclusion Statement .",1
Deutsche Post DHL Group ECONOMIC IMPACT & SOCIETY PWC plan to continue the dialogue .,0
ry.com ALLIANZ GROUP would like to thank all of ALLIANZ GROUP colleagues and partners who have helped ALLIANZ GROUP to create Our sustainability reporting .,0
Deutsche Post AG will integrate further transportation modes into our financial accounting system by the end of 2012 .,1
"With the appointment in December 2020 of Matt Christensen as Allianz Global Investors new Global Head of Sustainable and Impact Investing , Allianz Global Investors are set to accelerate Allianz Global Investors progress .",0
"BRENNTAG SE see BRENNTAG SE as part of local communities in many different countries and cities , as a “ corporate citizen ” , and BRENNTAG SE maintain a lively dialogue with local communities in many different countries and cities and aim to contribute to a pos -itive environment .",0
worldwideBrenntag will continue this journey together at all times at worldwideBrenntag .,0
"At the same time , Deutsche Post DHL Group apply a m anagement process to systematically identify material issues and define concrete action measures , goals and KP Is .",0
"To help achieve the implications for our industry , our customers , and our company , ALLIANZ GROUP have developed .24Allianz Sustainability Report .",0
"At the global level , Deutsche Post AG are working towards a reason- able framework for pricing CO 2 as well as standards for measuring carbon emissions .",1
HelloFresh keep this consistency by using suppliers that make sustainable use of marine resources and land based ecosystems .,0
"With a software solution for monitoring supply chains , the company has created a monitoring system that measures temperature and humidity , registers a package 's exposure to daylight and transportation shock , and tracks the shipment location , providing an effective defense against theft or counterfeiting during transport .",0
The One Allianz Career Website combines 40 + local and operating entity specific career websites .,0
Deutsche Post decides on matters of particular significance for the company or the Group .,0
BRENNTAG SE has registered an increasing demand for infor -mation on how BRENNTAG SE deal with sustainability issues – par -ticularly on the part of BRENNTAG SE customers .,0
"In line with this , Deutsche Post DHL Group do not include offsets via 92 CORPORATE RESPONSIBILITY REPORT 2018CO 2 emissions certificates in Deutsche Post DHL Group calculations .",0
"In a first step , Continental AG will switch all externally sourced electricity in global production to renewable energy by the end of 2020 , including through energy attribute certificates .",1
"In 2018 , Deutsche Post expect to witness a further improvement in Our Code of Conduct by one index point .",1
the company continue to modernize the company air fleet with the goal of meeting the stringent noise pollution standards of the company ) .,1
"Involving internal and external stakeholders , the company has conducted a materiality analysis from which the company derived the company materiality matrix .",0
Do FRANK APPEL think zero emissions is a realistic target for 2030 ?,0
"Other than in p revious reports , because this indicator is not used to measure the effectiveness of Deutsche Post DHL Group training measures , Deutsche Post DHL Group will no longer provide data on the costs involved in conducting apprenticeship programs and providing further education and training measures .",0
Against food waste Reduction and avoidance of food waste is at the core of how HelloFresh operates and what HelloFresh off er to HelloFresh customers .,1
"In addition , companies of Continental AG have signed further ( country-)specific codes or de clarations of commitment .",0
Deutsche Bank are reasserting Deutsche Bank responsibility as a global bank for our country and the economy .,0
Deutsche Post want each and every employee to be able to tap each and every employee talents and fulfill each and every employee career potential .,1
"At the same time , Deutsche Post DHL Group are aware of the impact Deutsche Post DHL Group purchasing decisions have on the supplier side and strive to establish and maintain cooperative partnerships with Deutsche Post DHL Group suppliers .",1
"Allianz Global Investors are committed to applying Integrated ESG across all asset classes Allianz Global Investors offer ‚Äì including equities , fixed income , multi asset and alternatives .",1
"Recognizing , fostering and developing the potential of Deutsche Post employees so that Deutsche Post retain our employees expertise over the longer term is central to Deutsche Post HR activities .",1
"the AllianzGI Green Bond Fund provides customers with a personal emergency and assistance contact ( Allianz SOS ) in customers pocket , allowing customers to easily and quickly report damages and access a broad range of services such as the ALLIANZ GROUP repair shop network .",0
"About the reportVolunteering in the workplace can help employees develop important leadership skills , as well as boosting morale and employee engagement.15 ALLIANZ GROUP encourage ALLIANZ GROUP employees to give our employees time through volunteering to share ALLIANZ GROUP collective financial and business skills and assist charitable organizations .",0
Deutsche Post aim to reduce the Group wide accident rate ( LTIFR ) to 4.2 in 2018 and continually reduce the rate over the longer term .,1
"Building on the work of BRENNTAG SE committee for diversity and inclusion , BRENNTAG SE want to make sure people with disabilities are optimally integrated in the team and create an atmosphere that puts people with and without disabilities on a level playing field .",1
"NEW APPROACH TO HR MANAGEMENT NEW APPROACH TO HR MANAGEMENT HR MANAGEMENT , HR MANAGEMENT strives to tailor HR MANAGEMENT activities even more to the needs of Deutsche Post DHL Group business operations .",1
"By 2020 , Continental AG want to reduce specific water consumption to 394 m3 per ‚Ç¨ million of adju sted sales .",1
OUR want to uncover the ideas of our employees and promote the ideas of our employees in a way that reflects OUR employee ’s own interests and career goals .,1
Brenntag AG aims to initiate around 200 assessments per year from 2015 onwards and to review the findings .,1
From 2015 Brenntag AG will pub - lish these reports annually .,0
"2015 di d not bring any radical changes in t he un derlying business of the divisions Deutsche Post DHL Group support , so there wa s no need to fundamentally adjust Deutsche Post DHL Group HR p riorities .",0
Corporate Internal Audit does supports by performing independent regular and ad hoc audits at all Deutsche Post DHL Group compa- nies and at corporate headquarters with the authority of the Supervisory Board .,0
"> 10,000 industrial and specialty chemical productsCREATING VALUE – BRENNTAGWEROLE IN THE SUPPLY CHAIN BRENNTAGWEslogan ConnectingChemistry stands for BRENNTAGWE self - image as well as BRENNTAGWE objective and the promise that BRENNTAGWE make to all of BRENNTAGWE partners in the supply chain .",0
"To do deliver Deutsche Post DHL Group need employees who are motivated and highly capable , which is why maintaining and improving employee health and well being is such a priority for Deutsche Post DHL Group .",1
"In this context , BRENNTAG SE are working on guaranteeing a highly qualified future workforce for the chemical industry .",1
"As part of DEUTSCHE POST new Strategy 2020 Focus . Connect . Grow , Deutsche Post DHL Group will continue to pursue Deutsche Post DHL Group ’s core objective of becoming Investment of Choice .",1
"With acquired Deutsche Post DHL Group aim to secure cost efficient access to electric vehicles and ready our second large scale e mobility project , the StreetScooter for series production .",1
Deutsche Bank do not report percentages and if positive or negative screening is required by law .,0
Continental AG 2019 Integrated Sustainability Repor t Development of Material Sustainability Core Areas 59 Continental AG should have an appropriate number of members who are deemed independent by Continental AG as defined in the German Corporate Governance Code .,0
"As a m ember of the World Economic Forum’sPartnering Against Corruption Initiative(PACI ) , Deutsche Post DHL Group have agreed to translate the six the World Economic Forum’sPartnering Against Corruption Initiative(PACI p rinciples into concrete and measurable actions .",1
"Among BRENNTAGWE sustainability targets for 2020 , BRENNTAGWE aim to analyse a spe - cific percentage of BRENNTAGWE total chemical spend ( in EUR ) through sustainability assessments or audits as part of BRENNTAGWE membership of the “ Together for Sustainability ” initiative .",1
"While demand for such services is high , Deutsche Post DHL Group hope that even more customers answer the call of toDeutsche P ost DHL Gr oup Corpor ate Responsibility Report 2015 EMPLO YEES & WORKPLA CE and strengthen the link between environmental protection and business opportunity . «",1
", BRENNTAG SE have closely looked at the material topics for the NFB and confirmed that the material topics for the NFB remain material in cooperation with the Board of Management .",0
"For third party investment customers , ALLIANZ GROUP manages assets of roughly 113.8 billion USD invested in Socially Responsible Investing ( SRI)1 strategies .",0
"To this end , Deutsche Bank will set and publish targets where Deutsche Bank can have the most significant impacts . 2.1 Impact Analysis",0
"the Anti -Financial Crime Alliance brings together government agencies , the financial sector , and other sectors to develop strategies to combat money laundering and terrorist financing .",1
"At one of DHL Express warehouses in Örebro , Germany , DHL Express have worked for more than ten years with Samhall , the > 15,000 employees with disabilities21.1 % women in management positions37EMPLOYEES & WORKPLACE – Diversity management Swedish state run employment agency , to promote the integration of employees with disabilities .",0
"Deutsche Post AG strive to identify , evaluate and then implement solutions that are optimal from the standpoint of both business and the environment .",1
"Other tools ALLIANZ GROUP use to integrate THE SDGS into ALLIANZ GROUP investment processes include : ESG investment exclusions ; asset manager selection and monitoring with ESG criteria in mind ; sustainability themed investments such as renewable energy , green real estate , and green bonds ; and regular dialogue and exchange with peers , regulators and internationally recognized NGOs .",0
our joint venture IONITY is pursuing the goal of being able to also guarantee an adequate charging infrastructure for long distance travel on high ways in order to accelerate the establishment of electric mobility .,1
"Value Balancing Alliance draws on scientific knowledge , best practices , and the insights of member -company experts and academic researchers to create a draft IMV methodology .",0
It is for The primary responsibility of Corporate Security that Deutsche Post aims to train Deutsche Post employees as specialists as part of the Group wide Certified initiative .,1
"For 2015 , Deutsche Post DHL Group are planning another Group wide data analysis using our Group wide “ Certified ” initiative .",1
"OUR online training program includes training in our ambitious climate protection target to improve carbon efficiency by 30 % by the year 2020 , as compared to the baseline year 2007 , which OUR apply to OUR continuous improvement processes throughout OUR , as well as training in presentation techniques and various specialist areas within logistics .",1
"our’re fortunate that the very heart of our is to nourish The notion of community and the joy of a shared meal Jeff Yorzyk , Associate Director of Sustainability , HelloFresh US Creating Products that Improve Lives our do n’t simply want to send high quality ingredients to our customers .",1
"OUR develop solutions for ( re)integrating our employees fully into working life , and share OUR knowledge and experience developing disability friendly workplace solutions with both internal and external stakeholders .",1
"Operations and suppliers at significant risk for incidents of child labourSR : p. 8–12 , 36–39 5GRI 409 : Forced or Compulsory Labour 2016409 - 1 Operations and suppliers at significant risk for incidents of forced or compulsory labourSR : p. 8–12 , 36–39 4GRI 410 : Security Practices 2016410 - 1 Security personnel trained in human rights policies or BRENNTAGWE will review the relevance of this aspect .",0
"In response , ALLIANZ GROUP have expanded ALLIANZ GROUP solutions beyond microinsurance and now offer edutainment plans , micro savings and micro equity options .",0
"For the international organization CDP , see theEnvironmentalProtection chapter on page worldwideBrenntag membership in HSE STRATEGY AND MANAGEMENTBrenntag provides worldwideBrenntag with access to the results of all the ASSESSMENTS which HSE STRATEGY AND MANAGEMENTBrenntag member companies conduct with TfS member companies worldwideBrenntag SUSTAINABILITY REPORT FOR THE FINANCIAL YEAR 2019In 2018 2019NFBTop 1%In the the international organization CDP sustainability assessment",0
DHL Express supports one of DHL Express primary goals as a company : to become Employer of Choice .,1
"Deutsche Post DHL Group strive to make Deutsche Post DHL Group , and the career opportunities within Deutsche Post DHL Group , equally attractive to both men and women .",1
"With eco labels for products , Continental A Gcould advertise Continental A G ecologically beneficial products more effectively , thereby setting Continental A G apart from competitors .",0
"Since the globally recognized NPS is applied regularly according to global cross industry standards , the globally recognized NPS allows benchmarking against ALLIANZ GROUP competitors and industry peers .",0
OUR aim is to identify the resulting opportunities and risks at an early stage and to take the necessary measures in the specific areas affected in due time to ensure that OUR achieve a sustained increase in enterprise value .,1
BRENNTAGWE manages complex sup -ply chains and connects chemical manufacturers and chemical users .,0
"ESG funds must meet minimum requirements to be considered as ESG , including based on ratings and whether IPB has an ESG strategy .",0
Deutsche Post DHL Group work continuously to increase the use of energy from renewable sources in o ther countries as well .,1
BRENNTAGWE has implemented various management systems in order to en -sure BRENNTAGWE compliance with applicable HSE standards ( see page 23 ) .,0
